node_a,node_b,start_time,end_time,duration,avg_rssi,battery_a,battery_b
18,63,569.0,803.0,234.0,-100.0,39.0,61.8
35,64,583.0,803.0,220.0,-100.0,85.5,65.8
12,29,434.0,804.0,370.0,-100.0,65.2,93.3
8,38,456.0,804.0,348.0,-100.0,74.2,49.4
31,45,647.0,804.0,157.0,-100.0,52.2,35.9
26,48,716.0,804.0,88.0,-100.0,77.2,94.7
66,68,546.0,805.0,259.0,-100.0,85.1,71.2
11,18,572.0,805.0,233.0,-100.0,66.7,39.0
20,46,576.0,806.0,230.0,-100.0,58.4,80.0
50,59,717.0,806.0,89.0,-100.1,96.3,72.3
14,46,756.0,806.0,50.0,-100.0,61.6,80.0
49,58,678.0,807.0,129.0,-100.0,38.8,35.8
39,45,682.0,807.0,125.0,-100.0,80.6,35.8
14,58,713.0,807.0,94.0,-100.0,61.6,35.8
28,51,742.0,807.0,65.0,-100.0,95.6,85.3
0,25,547.0,809.0,262.0,-100.0,32.8,55.8
27,28,663.0,809.0,146.0,-100.0,50.0,95.6
71,77,682.0,809.0,127.0,-100.0,37.4,52.5
18,70,697.0,809.0,112.0,-100.0,39.0,37.6
12,77,708.0,809.0,101.0,-100.1,65.2,52.5
14,67,747.0,809.0,62.0,-100.0,61.6,63.6
60,78,550.0,810.0,260.0,-100.0,41.2,92.1
14,50,651.0,810.0,159.0,-100.0,61.6,96.3
58,63,655.0,810.0,155.0,-100.1,35.8,61.8
0,77,669.0,810.0,141.0,-100.0,32.8,52.5
23,66,599.0,811.0,212.0,-100.0,54.8,85.1
58,73,646.0,811.0,165.0,-100.0,35.8,75.2
4,32,652.0,811.0,159.0,-100.2,92.4,66.7
10,28,700.0,811.0,111.0,-100.0,38.6,95.6
32,35,729.0,811.0,82.0,-100.1,66.7,85.5
59,70,760.0,811.0,51.0,-100.0,72.3,37.6
45,55,594.0,812.0,218.0,-100.1,35.8,95.4
8,72,616.0,812.0,196.0,-100.1,74.2,35.3
5,59,686.0,812.0,126.0,-100.0,97.8,72.3
7,20,498.0,813.0,315.0,-100.1,83.7,58.4
13,40,532.0,813.0,281.0,-100.0,89.2,43.4
45,67,533.0,813.0,280.0,-100.0,35.8,63.6
3,49,577.0,813.0,236.0,-100.0,88.2,38.8
16,59,694.0,813.0,119.0,-100.0,74.0,72.3
24,41,707.0,813.0,106.0,-100.0,52.1,77.8
63,72,794.0,813.0,19.0,-99.9,61.8,35.3
25,71,342.0,814.0,472.0,-99.9,55.7,37.4
48,71,691.0,814.0,123.0,-100.0,94.7,37.4
6,32,710.0,814.0,104.0,-100.1,85.3,66.7
32,79,712.0,814.0,102.0,-100.0,66.7,82.6
12,48,720.0,814.0,94.0,-100.0,65.2,94.7
27,52,729.0,814.0,85.0,-100.0,50.0,70.7
35,65,746.0,814.0,68.0,-100.0,85.5,82.7
14,55,763.0,814.0,51.0,-100.0,61.6,95.4
18,58,657.0,815.0,158.0,-99.9,39.0,35.8
40,77,689.0,815.0,126.0,-100.0,43.4,52.5
14,18,741.0,815.0,74.0,-100.1,61.6,39.0
1,59,771.0,815.0,44.0,-100.1,93.9,72.3
14,30,811.0,815.0,4.0,-100.0,61.6,62.8
33,34,354.0,816.0,462.0,-100.0,88.6,74.9
0,48,681.0,816.0,135.0,-100.0,32.8,94.7
37,41,720.0,816.0,96.0,-100.0,73.5,77.8
63,69,772.0,816.0,44.0,-100.0,61.8,94.4
25,26,18.0,817.0,799.0,-100.0,55.7,77.2
73,77,115.0,817.0,702.0,-100.0,75.2,52.5
1,53,485.0,817.0,332.0,-100.0,93.9,84.0
14,59,689.0,817.0,128.0,-100.0,61.6,72.3
37,61,713.0,817.0,104.0,-100.0,73.5,68.7
8,69,687.0,818.0,131.0,-100.1,74.2,94.4
1,30,752.0,818.0,66.0,-99.9,93.9,62.8
3,23,685.0,819.0,134.0,-100.0,88.2,54.8
22,35,688.0,819.0,131.0,-100.0,54.9,85.5
51,52,694.0,819.0,125.0,-100.0,85.2,70.7
4,38,699.0,819.0,120.0,-100.0,92.4,49.4
28,63,767.0,819.0,52.0,-100.0,95.6,61.8
0,12,543.0,820.0,277.0,-100.0,32.8,65.2
23,51,650.0,820.0,170.0,-100.0,54.8,85.2
28,35,711.0,820.0,109.0,-100.0,95.6,85.5
14,65,787.0,820.0,33.0,-100.0,61.6,82.7
6,28,582.0,821.0,239.0,-100.0,85.3,95.6
58,59,698.0,821.0,123.0,-100.0,35.8,72.3
16,73,587.0,822.0,235.0,-99.9,73.9,75.2
40,42,592.0,822.0,230.0,-100.0,43.3,89.4
51,69,684.0,822.0,138.0,-100.0,85.2,94.4
41,54,710.0,822.0,112.0,-100.0,77.8,84.8
72,76,666.0,823.0,157.0,-100.1,35.3,76.2
40,48,667.0,823.0,156.0,-100.0,43.3,94.7
23,35,668.0,823.0,155.0,-100.0,54.8,85.5
59,66,681.0,823.0,142.0,-99.9,72.3,85.1
43,75,695.0,823.0,128.0,-100.0,38.4,83.4
27,32,707.0,823.0,116.0,-100.0,50.0,66.7
4,15,731.0,823.0,92.0,-100.0,92.4,56.1
32,41,764.0,823.0,59.0,-100.0,66.7,77.8
65,79,775.0,823.0,48.0,-100.0,82.7,82.6
1,2,799.0,823.0,24.0,-100.0,93.9,36.1
49,70,690.0,824.0,134.0,-100.0,38.8,37.6
3,59,718.0,824.0,106.0,-100.1,88.2,72.3
35,52,719.0,824.0,105.0,-100.1,85.5,70.7
37,54,318.0,825.0,507.0,-100.0,73.5,84.8
18,51,433.0,825.0,392.0,-100.0,39.0,85.2
14,69,692.0,825.0,133.0,-100.2,61.6,94.4
48,73,700.0,825.0,125.0,-100.0,94.7,75.2
14,72,768.0,825.0,57.0,-100.1,61.6,35.3
37,59,801.0,825.0,24.0,-100.0,73.5,72.3
30,37,670.0,826.0,156.0,-100.0,62.8,73.5
2,50,703.0,826.0,123.0,-100.0,36.1,96.3
23,68,0.0,827.0,827.0,-99.9,54.8,71.1
47,51,756.0,827.0,71.0,-100.0,35.1,85.2
14,28,780.0,827.0,47.0,-100.1,61.6,95.6
14,66,657.0,828.0,171.0,-100.0,61.6,85.1
4,22,801.0,828.0,27.0,-100.0,92.4,54.9
10,32,566.0,829.0,263.0,-100.0,38.6,66.7
18,45,709.0,830.0,121.0,-100.0,39.0,35.8
7,21,626.0,831.0,205.0,-100.0,83.7,45.4
14,39,739.0,831.0,92.0,-100.0,61.6,80.6
69,76,743.0,831.0,88.0,-100.0,94.4,76.2
6,22,482.0,832.0,350.0,-100.0,85.3,54.9
28,79,600.0,832.0,232.0,-100.0,95.6,82.5
19,43,662.0,832.0,170.0,-100.0,62.6,38.4
66,73,692.0,832.0,140.0,-100.1,85.1,75.2
59,63,717.0,832.0,115.0,-100.0,72.3,61.8
61,77,357.0,833.0,476.0,-100.0,68.7,52.5
57,67,390.0,833.0,443.0,-100.0,70.5,63.6
12,75,701.0,833.0,132.0,-100.0,65.2,83.4
14,16,709.0,833.0,124.0,-100.1,61.6,73.9
12,14,796.0,833.0,37.0,-100.0,65.2,61.6
55,57,571.0,834.0,263.0,-100.0,95.4,70.5
30,61,585.0,834.0,249.0,-100.0,62.8,68.7
5,73,627.0,834.0,207.0,-100.0,97.7,75.2
24,38,637.0,834.0,197.0,-100.0,52.1,49.3
48,61,686.0,834.0,148.0,-100.1,94.7,68.7
60,77,731.0,834.0,103.0,-100.1,41.2,52.5
30,47,338.0,835.0,497.0,-100.0,62.8,35.1
31,58,637.0,835.0,198.0,-100.0,52.1,35.8
63,66,703.0,835.0,132.0,-100.0,61.8,85.1
14,31,737.0,835.0,98.0,-100.0,61.6,52.1
64,79,710.0,836.0,126.0,-100.0,65.7,82.5
26,37,736.0,836.0,100.0,-100.0,77.2,73.5
16,28,784.0,836.0,52.0,-100.0,73.9,95.6
12,68,802.0,836.0,34.0,-100.0,65.2,71.1
51,72,563.0,837.0,274.0,-100.0,85.2,35.3
26,60,569.0,837.0,268.0,-100.0,77.2,41.2
3,14,730.0,837.0,107.0,-100.0,88.2,61.6
12,59,759.0,837.0,78.0,-100.0,65.2,72.3
4,14,831.0,837.0,6.0,-100.0,92.3,61.6
18,21,556.0,838.0,282.0,-100.0,38.9,45.4
30,71,628.0,838.0,210.0,-100.0,62.8,37.4
9,65,651.0,839.0,188.0,-100.0,83.7,82.6
14,51,704.0,839.0,135.0,-100.0,61.6,85.2
50,58,713.0,839.0,126.0,-100.0,96.3,35.8
4,33,805.0,839.0,34.0,-100.0,92.3,88.6
36,54,360.0,840.0,480.0,-100.0,66.4,84.8
48,60,726.0,840.0,114.0,-100.0,94.7,41.1
75,77,729.0,840.0,111.0,-100.0,83.4,52.5
11,58,742.0,840.0,98.0,-100.0,66.7,35.8
47,59,787.0,840.0,53.0,-100.0,35.1,72.3
42,71,820.0,840.0,20.0,-100.0,89.4,37.4
0,13,418.0,841.0,423.0,-100.0,32.8,89.2
45,46,557.0,841.0,284.0,-100.0,35.8,80.0
39,58,622.0,841.0,219.0,-100.0,80.6,35.8
22,32,735.0,841.0,106.0,-100.1,54.9,66.6
0,51,804.0,841.0,37.0,-100.0,32.8,85.2
4,13,818.0,841.0,23.0,-100.0,92.3,89.2
22,41,602.0,842.0,240.0,-100.0,54.9,77.8
64,66,603.0,842.0,239.0,-100.0,65.7,85.1
51,64,630.0,842.0,212.0,-100.0,85.2,65.7
50,51,737.0,842.0,105.0,-100.0,96.3,85.2
15,35,782.0,842.0,60.0,-100.1,56.1,85.5
5,68,246.0,843.0,597.0,-100.0,97.7,71.1
47,64,318.0,843.0,525.0,-100.0,35.1,65.7
13,71,515.0,843.0,328.0,-100.0,89.2,37.4
30,77,597.0,843.0,246.0,-100.0,62.8,52.5
7,49,608.0,843.0,235.0,-100.0,83.7,38.8
6,52,743.0,843.0,100.0,-100.0,85.3,70.7
48,75,746.0,843.0,97.0,-100.0,94.7,83.4
24,32,759.0,843.0,84.0,-100.0,52.1,66.6
13,32,783.0,843.0,60.0,-100.0,89.2,66.6
23,72,625.0,844.0,219.0,-100.0,54.8,35.3
31,49,695.0,844.0,149.0,-100.0,52.1,38.8
21,50,795.0,844.0,49.0,-100.0,45.4,96.3
5,14,697.0,845.0,148.0,-100.0,97.7,61.5
35,76,744.0,845.0,101.0,-100.0,85.5,76.1
51,75,808.0,845.0,37.0,-100.0,85.2,83.4
2,39,578.0,846.0,268.0,-100.0,36.1,80.6
57,65,622.0,846.0,224.0,-99.9,70.5,82.6
56,77,672.0,846.0,174.0,-100.0,46.9,52.5
64,69,677.0,846.0,169.0,-100.1,65.7,94.3
23,69,693.0,846.0,153.0,-100.1,54.8,94.3
16,49,669.0,847.0,178.0,-99.9,73.9,38.8
4,35,700.0,847.0,147.0,-100.2,92.3,85.5
15,41,756.0,847.0,91.0,-100.1,56.1,77.8
2,64,555.0,848.0,293.0,-100.0,36.1,65.7
52,69,724.0,848.0,124.0,-100.1,70.7,94.3
14,56,836.0,848.0,12.0,-100.0,61.5,46.9
16,63,642.0,849.0,207.0,-100.0,73.9,61.8
61,68,687.0,849.0,162.0,-100.0,68.7,71.1
8,28,696.0,849.0,153.0,-100.0,74.1,95.6
8,14,791.0,849.0,58.0,-100.0,74.1,61.5
38,41,427.0,850.0,423.0,-100.0,49.3,77.8
26,78,443.0,850.0,407.0,-100.0,77.2,92.0
52,72,672.0,850.0,178.0,-100.0,70.7,35.3
1,50,767.0,850.0,83.0,-100.0,93.9,96.3
1,29,508.0,851.0,343.0,-100.0,93.9,93.3
25,60,528.0,851.0,323.0,-100.0,55.7,41.1
39,63,574.0,851.0,277.0,-100.0,80.6,61.8
16,23,274.0,852.0,578.0,-100.0,73.9,54.8
29,53,645.0,852.0,207.0,-100.0,93.3,83.9
60,61,710.0,852.0,142.0,-100.0,41.1,68.7
50,70,752.0,852.0,100.0,-100.1,96.3,37.5
5,28,753.0,852.0,99.0,-100.0,97.7,95.6
64,72,757.0,852.0,95.0,-100.0,65.7,35.3
41,52,807.0,852.0,45.0,-100.0,77.8,70.7
8,37,719.0,853.0,134.0,-100.0,74.1,73.5
19,48,745.0,853.0,108.0,-100.0,62.6,94.7
19,77,745.0,853.0,108.0,-100.1,62.6,52.5
3,69,789.0,853.0,64.0,-100.1,88.2,94.3
7,69,836.0,853.0,17.0,-100.0,83.7,94.3
48,56,681.0,854.0,173.0,-100.0,94.7,46.9
4,27,710.0,854.0,144.0,-100.0,92.3,49.9
39,49,252.0,855.0,603.0,-100.0,80.6,38.8
5,58,501.0,855.0,354.0,-100.0,97.7,35.8
6,15,624.0,855.0,231.0,-100.0,85.3,56.1
2,14,704.0,855.0,151.0,-100.1,36.1,61.5
13,41,736.0,855.0,119.0,-100.0,89.2,77.8
64,73,799.0,855.0,56.0,-100.0,65.7,75.2
14,23,685.0,856.0,171.0,-100.0,61.5,54.8
30,63,697.0,856.0,159.0,-100.0,62.8,61.8
28,72,749.0,857.0,108.0,-100.1,95.6,35.3
53,77,752.0,857.0,105.0,-100.1,83.9,52.5
11,50,776.0,857.0,81.0,-100.0,66.7,96.3
22,27,421.0,858.0,437.0,-100.0,54.9,49.9
12,56,437.0,858.0,421.0,-100.0,65.1,46.9
47,54,752.0,858.0,106.0,-100.0,35.1,84.8
2,71,762.0,858.0,96.0,-100.0,36.1,37.3
8,34,763.0,858.0,95.0,-100.0,74.1,74.8
4,10,679.0,859.0,180.0,-100.0,92.3,38.6
14,64,687.0,859.0,172.0,-100.0,61.5,65.7
14,52,708.0,859.0,151.0,-100.0,61.5,70.7
15,32,710.0,859.0,149.0,-100.0,56.1,66.6
10,35,721.0,859.0,138.0,-100.0,38.6,85.4
59,77,787.0,859.0,72.0,-100.2,72.3,52.5
7,11,661.0,860.0,199.0,-100.0,83.7,66.7
32,38,703.0,860.0,157.0,-100.1,66.6,49.3
3,18,547.0,861.0,314.0,-100.0,88.2,38.9
34,72,706.0,862.0,156.0,-100.0,74.8,35.3
12,63,759.0,862.0,103.0,-100.0,65.1,61.8
7,50,781.0,862.0,81.0,-100.1,83.7,96.3
48,59,787.0,862.0,75.0,-100.0,94.7,72.3
14,60,824.0,862.0,38.0,-100.0,61.5,41.1
30,48,641.0,863.0,222.0,-100.0,62.8,94.7
48,78,764.0,863.0,99.0,-100.0,94.7,92.0
23,46,808.0,863.0,55.0,-100.0,54.8,79.9
5,63,666.0,864.0,198.0,-100.0,97.7,61.8
12,73,707.0,864.0,157.0,-100.0,65.1,75.2
3,50,731.0,864.0,133.0,-100.1,88.2,96.3
9,28,824.0,864.0,40.0,-100.0,83.7,95.6
3,63,546.0,865.0,319.0,-100.0,88.2,61.8
26,56,574.0,865.0,291.0,-100.0,77.1,46.9
9,34,668.0,865.0,197.0,-100.0,83.7,74.8
4,6,717.0,865.0,148.0,-100.1,92.3,85.3
7,18,788.0,865.0,77.0,-100.0,83.7,38.9
22,79,130.0,866.0,736.0,-100.0,54.9,82.5
50,66,648.0,866.0,218.0,-100.0,96.3,85.1
24,54,676.0,866.0,190.0,-100.1,52.1,84.8
28,64,728.0,866.0,138.0,-100.0,95.6,65.7
10,41,776.0,866.0,90.0,-100.1,38.6,77.8
28,31,781.0,866.0,85.0,-100.1,95.6,52.1
23,41,809.0,866.0,57.0,-100.0,54.8,77.8
15,79,581.0,867.0,286.0,-100.0,56.1,82.5
65,72,692.0,867.0,175.0,-100.0,82.6,35.3
48,53,773.0,867.0,94.0,-100.0,94.6,83.9
27,76,792.0,867.0,75.0,-100.0,49.9,76.1
31,63,678.0,868.0,190.0,-100.0,52.1,61.7
8,65,710.0,868.0,158.0,-99.9,74.1,82.6
15,24,725.0,868.0,143.0,-100.0,56.1,52.1
28,52,733.0,868.0,135.0,-100.0,95.6,70.7
55,72,750.0,868.0,118.0,-100.1,95.4,35.3
4,41,784.0,868.0,84.0,-100.1,92.3,77.8
6,13,817.0,868.0,51.0,-100.0,85.3,89.2
0,30,542.0,869.0,327.0,-100.0,32.8,62.8
55,69,773.0,869.0,96.0,-100.1,95.4,94.3
4,57,846.0,869.0,23.0,-100.0,92.3,70.4
33,76,633.0,870.0,237.0,-100.0,88.5,76.1
4,79,708.0,870.0,162.0,-100.0,92.3,82.5
31,69,770.0,870.0,100.0,-99.9,52.1,94.3
44,59,837.0,870.0,33.0,-100.1,72.1,72.3
47,61,518.0,871.0,353.0,-100.0,35.0,68.7
30,66,591.0,871.0,280.0,-100.0,62.8,85.1
5,69,687.0,871.0,184.0,-100.0,97.7,94.3
30,75,724.0,871.0,147.0,-99.9,62.8,83.3
24,42,831.0,871.0,40.0,-100.0,52.1,89.4
11,70,608.0,872.0,264.0,-100.0,66.7,37.5
23,28,723.0,872.0,149.0,-100.1,54.8,95.5
1,51,805.0,872.0,67.0,-100.0,93.9,85.2
37,75,807.0,872.0,65.0,-100.0,73.4,83.3
50,72,808.0,872.0,64.0,-100.2,96.2,35.3
43,59,818.0,872.0,54.0,-99.9,38.4,72.3
60,71,686.0,873.0,187.0,-100.0,41.1,37.3
12,50,724.0,873.0,149.0,-100.0,65.1,96.2
58,72,857.0,873.0,16.0,-100.0,35.8,35.3
65,69,743.0,874.0,131.0,-100.0,82.6,94.3
39,69,781.0,874.0,93.0,-100.0,80.6,94.3
28,39,794.0,874.0,80.0,-100.0,95.5,80.6
4,9,822.0,874.0,52.0,-100.0,92.3,83.7
35,38,684.0,875.0,191.0,-100.0,85.4,49.3
52,79,719.0,875.0,156.0,-100.0,70.7,82.5
49,50,770.0,875.0,105.0,-100.0,38.7,96.2
23,63,707.0,876.0,169.0,-100.0,54.8,61.7
13,24,789.0,876.0,87.0,-100.0,89.2,52.0
59,78,831.0,876.0,45.0,-100.0,72.3,92.0
15,27,537.0,877.0,340.0,-100.0,56.1,49.9
8,35,622.0,877.0,255.0,-100.0,74.1,85.4
53,75,708.0,877.0,169.0,-100.0,83.9,83.3
50,69,810.0,877.0,67.0,-100.1,96.2,94.3
51,72,851.0,877.0,26.0,-100.0,85.2,35.3
34,57,636.0,878.0,242.0,-99.9,74.8,70.4
66,69,676.0,878.0,202.0,-100.0,85.1,94.3
16,50,712.0,878.0,166.0,-100.0,73.9,96.2
16,69,774.0,878.0,104.0,-100.0,73.9,94.3
13,27,796.0,878.0,82.0,-100.0,89.2,49.9
11,20,672.0,879.0,207.0,-100.1,66.6,58.3
60,75,751.0,879.0,128.0,-100.0,41.1,83.3
12,30,692.0,880.0,188.0,-100.0,65.1,62.8
18,72,781.0,880.0,99.0,-100.0,38.9,35.3
1,58,767.0,881.0,114.0,-100.0,93.9,35.8
24,36,788.0,881.0,93.0,-100.0,52.0,66.4
7,72,824.0,881.0,57.0,-100.1,83.7,35.3
20,49,593.0,882.0,289.0,-100.0,58.3,38.7
56,61,606.0,882.0,276.0,-100.0,46.9,68.7
28,69,715.0,882.0,167.0,-100.0,95.5,94.3
13,79,770.0,882.0,112.0,-100.0,89.1,82.5
1,7,786.0,882.0,96.0,-100.1,93.9,83.7
51,58,643.0,883.0,240.0,-100.1,85.2,35.8
43,77,731.0,883.0,152.0,-100.0,38.4,52.5
34,69,758.0,883.0,125.0,-100.0,74.8,94.3
4,8,784.0,883.0,99.0,-100.0,92.3,74.1
1,3,788.0,883.0,95.0,-100.0,93.9,88.2
12,53,442.0,884.0,442.0,-100.0,65.1,83.9
22,24,656.0,885.0,229.0,-100.1,54.8,52.0
2,75,765.0,885.0,120.0,-100.0,36.1,83.3
39,72,776.0,885.0,109.0,-100.0,80.6,35.3
3,72,793.0,885.0,92.0,-100.0,88.2,35.3
2,16,307.0,886.0,579.0,-100.0,36.1,73.9
67,72,684.0,886.0,202.0,-100.0,63.6,35.3
5,50,707.0,886.0,179.0,-100.0,97.7,96.2
25,75,754.0,886.0,132.0,-100.0,55.7,83.3
14,37,796.0,886.0,90.0,-100.1,61.5,73.4
28,46,803.0,886.0,83.0,-100.0,95.5,79.9
31,72,760.0,887.0,127.0,-100.0,52.1,35.3
18,69,787.0,887.0,100.0,-100.1,38.9,94.3
31,50,758.0,888.0,130.0,-100.1,52.1,96.2
77,78,775.0,888.0,113.0,-100.0,52.5,92.0
28,55,787.0,888.0,101.0,-100.1,95.5,95.3
25,59,811.0,888.0,77.0,-100.1,55.7,72.2
2,12,752.0,889.0,137.0,-100.0,36.0,65.1
2,5,527.0,890.0,363.0,-100.0,36.0,97.7
2,47,639.0,890.0,251.0,-99.9,36.0,35.0
30,51,775.0,890.0,115.0,-100.0,62.8,85.2
8,15,819.0,890.0,71.0,-100.0,74.1,56.1
12,58,759.0,891.0,132.0,-100.0,65.1,35.8
46,50,793.0,892.0,99.0,-100.1,79.9,96.2
51,56,806.0,892.0,86.0,-100.0,85.2,46.8
24,37,821.0,892.0,71.0,-100.0,52.0,73.4
58,60,855.0,892.0,37.0,-100.0,35.8,41.1
14,19,872.0,892.0,20.0,-100.0,61.5,62.6
2,63,631.0,893.0,262.0,-100.0,36.0,61.7
2,66,655.0,893.0,238.0,-100.0,36.0,85.1
4,28,799.0,893.0,94.0,-100.1,92.3,95.5
56,71,333.0,894.0,561.0,-100.0,46.8,37.3
5,72,765.0,894.0,129.0,-100.0,97.7,35.2
1,39,830.0,894.0,64.0,-100.0,93.8,80.5
6,10,667.0,895.0,228.0,-100.0,85.2,38.5
1,70,715.0,895.0,180.0,-100.0,93.8,37.5
51,59,694.0,896.0,202.0,-100.0,85.2,72.2
30,59,734.0,896.0,162.0,-100.2,62.8,72.2
33,35,812.0,896.0,84.0,-100.0,88.5,85.4
58,66,638.0,897.0,259.0,-100.1,35.8,85.0
67,69,747.0,897.0,150.0,-100.0,63.6,94.3
8,55,821.0,897.0,76.0,-100.0,74.1,95.3
10,14,828.0,897.0,69.0,-100.0,38.5,61.5
1,31,837.0,897.0,60.0,-100.0,93.8,52.1
14,24,838.0,897.0,59.0,-100.1,61.5,52.0
64,68,122.0,898.0,776.0,-100.0,65.7,71.1
30,73,603.0,898.0,295.0,-100.0,62.8,75.2
39,50,748.0,898.0,150.0,-100.0,80.5,96.2
8,13,785.0,898.0,113.0,-100.0,74.1,89.1
70,72,829.0,898.0,69.0,-100.1,37.5,35.2
3,59,873.0,898.0,25.0,-100.0,88.2,72.2
51,63,609.0,899.0,290.0,-100.0,85.2,61.7
2,37,755.0,899.0,144.0,-100.0,36.0,73.4
14,68,789.0,899.0,110.0,-100.1,61.5,71.1
14,40,833.0,899.0,66.0,-100.0,61.5,43.3
2,51,633.0,900.0,267.0,-100.0,36.0,85.2
37,71,705.0,900.0,195.0,-100.0,73.4,37.3
51,73,768.0,900.0,132.0,-100.0,85.2,75.1
7,58,776.0,901.0,125.0,-100.0,83.7,35.8
20,45,686.0,902.0,216.0,-100.0,58.3,35.8
46,69,784.0,902.0,118.0,-100.1,79.9,94.3
8,52,659.0,903.0,244.0,-100.0,74.1,70.7
47,60,768.0,903.0,135.0,-100.0,35.0,41.1
66,72,794.0,903.0,109.0,-100.1,85.0,35.2
50,52,829.0,903.0,74.0,-100.1,96.2,70.7
37,40,133.0,904.0,771.0,-100.0,73.4,43.3
10,27,452.0,904.0,452.0,-100.0,38.5,49.9
14,73,792.0,904.0,112.0,-100.0,61.5,75.1
12,72,833.0,904.0,71.0,-100.0,65.1,35.2
63,64,675.0,905.0,230.0,-100.0,61.7,65.7
4,50,847.0,905.0,58.0,-100.1,92.3,96.2
41,57,860.0,905.0,45.0,-100.1,77.7,70.4
56,75,730.0,906.0,176.0,-100.0,46.8,83.3
13,23,836.0,906.0,70.0,-99.9,89.1,54.7
19,60,636.0,907.0,271.0,-100.0,62.5,41.1
2,59,696.0,908.0,212.0,-100.2,36.0,72.2
24,60,867.0,908.0,41.0,-100.0,52.0,41.1
16,58,501.0,909.0,408.0,-100.0,73.9,35.7
25,61,691.0,909.0,218.0,-100.0,55.7,68.6
75,78,813.0,909.0,96.0,-100.0,83.3,92.0
7,46,819.0,909.0,90.0,-100.0,83.7,79.9
50,55,817.0,911.0,94.0,-100.0,96.2,95.3
50,67,818.0,911.0,93.0,-100.0,96.2,63.5
50,64,819.0,911.0,92.0,-100.0,96.2,65.7
1,5,839.0,911.0,72.0,-100.0,93.8,97.7
40,60,428.0,912.0,484.0,-100.0,43.3,41.1
37,56,655.0,912.0,257.0,-100.0,73.4,46.8
52,63,765.0,912.0,147.0,-100.0,70.6,61.7
0,2,745.0,913.0,168.0,-100.0,32.7,36.0
1,18,884.0,913.0,29.0,-100.0,93.8,38.9
30,68,72.0,914.0,842.0,-100.0,62.7,71.1
8,22,366.0,914.0,548.0,-100.0,74.1,54.8
3,58,507.0,914.0,407.0,-100.0,88.1,35.7
10,79,632.0,914.0,282.0,-100.0,38.5,82.5
19,30,774.0,914.0,140.0,-100.0,62.5,62.7
16,72,779.0,914.0,135.0,-100.0,73.9,35.2
59,60,790.0,914.0,124.0,-99.9,72.2,41.1
60,63,802.0,914.0,112.0,-100.0,41.1,61.7
13,14,811.0,914.0,103.0,-100.1,89.1,61.5
51,53,823.0,914.0,91.0,-100.0,85.1,83.9
0,60,690.0,915.0,225.0,-100.0,32.7,41.1
14,22,814.0,915.0,101.0,-100.1,61.5,54.8
24,26,817.0,915.0,98.0,-100.1,52.0,77.1
56,59,781.0,916.0,135.0,-100.0,46.8,72.2
53,58,820.0,916.0,96.0,-100.0,83.9,35.7
50,65,828.0,916.0,88.0,-100.1,96.2,82.6
24,59,862.0,916.0,54.0,-100.1,52.0,72.2
14,63,722.0,917.0,195.0,-100.0,61.5,61.7
46,72,765.0,917.0,152.0,-100.0,79.9,35.2
1,66,792.0,917.0,125.0,-100.0,93.8,85.0
0,14,808.0,917.0,109.0,-100.0,32.7,61.5
24,71,820.0,917.0,97.0,-100.1,52.0,37.3
14,15,844.0,917.0,73.0,-100.0,61.5,56.0
16,18,465.0,918.0,453.0,-100.0,73.9,38.9
53,59,792.0,918.0,126.0,-100.0,83.9,72.2
42,78,818.0,918.0,100.0,-100.0,89.3,92.0
34,50,833.0,918.0,85.0,-100.0,74.8,96.2
14,59,873.0,918.0,45.0,-100.0,61.5,72.2
51,68,745.0,919.0,174.0,-100.0,85.1,71.1
7,12,810.0,919.0,109.0,-100.0,83.6,65.1
33,41,839.0,919.0,80.0,-100.0,88.5,77.7
14,54,845.0,919.0,74.0,-100.0,61.5,84.7
30,40,569.0,920.0,351.0,-100.0,62.7,43.2
13,54,592.0,920.0,328.0,-100.0,89.1,84.7
24,63,844.0,920.0,76.0,-100.0,52.0,61.7
23,67,678.0,921.0,243.0,-100.0,54.7,63.5
28,57,816.0,921.0,105.0,-100.0,95.5,70.4
9,35,830.0,921.0,91.0,-100.0,83.6,85.4
24,75,843.0,921.0,78.0,-100.0,52.0,83.3
14,61,897.0,921.0,24.0,-100.0,61.5,68.6
52,59,901.0,921.0,20.0,-100.0,70.6,72.2
4,76,797.0,922.0,125.0,-100.1,92.3,76.1
16,53,905.0,922.0,17.0,-100.0,73.8,83.9
18,31,678.0,923.0,245.0,-100.0,38.9,52.1
14,47,794.0,923.0,129.0,-100.1,61.5,35.0
56,63,784.0,924.0,140.0,-100.0,46.8,61.7
24,47,818.0,924.0,106.0,-100.1,52.0,35.0
4,18,845.0,925.0,80.0,-100.0,92.3,38.9
30,60,738.0,926.0,188.0,-100.0,62.7,41.1
7,16,797.0,926.0,129.0,-100.0,83.6,73.8
59,61,802.0,926.0,124.0,-100.0,72.2,68.6
60,73,754.0,927.0,173.0,-100.0,41.1,75.1
21,46,771.0,927.0,156.0,-100.0,45.4,79.9
0,24,828.0,927.0,99.0,-100.0,32.7,52.0
6,23,789.0,928.0,139.0,-100.0,85.2,54.7
68,75,794.0,928.0,134.0,-100.0,71.0,83.3
13,38,765.0,929.0,164.0,-100.0,89.1,49.2
23,50,832.0,929.0,97.0,-100.0,54.7,96.2
41,50,887.0,929.0,42.0,-100.0,77.7,96.2
